UserNick,comment_time,content,auctionSku
欧***华,2021/5/13 16:32,在这边都吃不到像家里的味道，没想到网上买到了这么好吃的螺蛳粉，吃了第一包当晚就再下单回购了。哈哈哈,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/17 22:40,顺丰 非常棒一如既往的喜欢李子柒家螺蛳粉,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
咿***倪,2021/5/8 22:36,口感味道：味道很香，比起其他牌子的，更喜欢李子柒 包装品质：包装也很好看，有档次 胀包问题：没有胀包的情况 整体评价：满意,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/17 0:42,第二次买这个牌子的螺蛳粉了，好吃！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
x***0,2021/5/9 23:47,吃的过瘾，吃的放心，好！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
心***枝,2021/5/18 7:18,不错，买了两次，腐竹很多，味道不错,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
在***i,2021/5/10 15:05,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
b***b,2021/5/18 20:36,鲜辣酸，口味确实不错，给好评！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
亚***媛,2021/5/20 11:51,回购很多次，螺蛳粉只爱李子柒！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
一***寞,2021/5/20 21:51,味道不错，粉很香！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
烟***6,2021/5/17 15:58,好吃😋，味道不错。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/19 13:22,包装也好看，粉也好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
h***0,2021/5/16 13:25,价格能在将一些更好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/13 23:02,真好吃，平均下来11.5一袋，不贵，量多能饱，吃完还买！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***j,2021/5/15 19:09,辅料料多，味道还行吧,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/8 15:20,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
晴***6,2021/5/17 9:02,买回来才发现家乐福比这里便宜，才10一包，酸笋味好大，家里的大猪蹄子一脸嫌弃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
纯***流,2021/5/12 16:20,非常好，味感正。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
似***t,2021/4/27 15:00,味道真的超级棒超乎我的意料 吃过很多家螺蛳粉但是这个嗦粉嗦的最快乐 汤的味道也很鲜,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
h***1,2021/5/12 18:46,好吃，第四次买了，感觉李子柒的最香了，好欢螺的酸一些，不合胃口，吃来吃去还是李子柒这个好，又买了8包。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
r***l,2021/5/14 9:36,已经上头了，非常好吃啊，之前看别人吃感觉好臭，但是自己买了尝尝，感觉味道不错，一点点味道能接受,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/20 0:05,不错，味道很好，下次还会回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
祝***雯,2021/5/12 7:45,非常值得信赖的品牌，质量有保障，价格还亲民，相当满意，会一直回购的～,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
莎***v,2021/5/19 19:50,很喜欢这个口感！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
星***亮,2021/5/20 11:13,味道不错，料很足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
如***h,2021/1/26 10:50,此用户没有填写评论!,口味:限定款柳州螺蛳粉*3袋
z***8,2021/5/15 17:40,喜欢吃这个味道,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***5,2021/5/13 15:50,买了好几回了，好吃好吃好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/18 13:23,比较符合我的口味,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
j***3,2021/5/16 11:40,就喜欢你家口味,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/5/15 6:51,螺蛳粉还是首选李子柒，一直回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***3,2021/5/19 19:30,直播间买的，价格很划算！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/19 14:14,包装相当完好发货超快👍，好吃囤货。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
冷***阳,2021/5/16 13:10,儿子居然超喜欢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
旋***8,2021/5/18 20:48,喜欢李子柒的东西,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
莎***v,2021/5/19 19:50,很好吃，可辣可不辣！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
为***人,2021/5/15 18:11,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
伤***伤,2021/5/18 10:45,螺丝粉好多，很好吃，已经买了几次,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
一***8,2021/5/20 13:05,划算，太划算了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
奎***5,2021/5/19 15:39,味道特别正宗，和描述的一样，发货速度也很快。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***k,2021/5/19 14:12,超好吃，吃不腻,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***y,2021/5/20 10:09,给婆婆买的，她还没吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
诗***年,2021/5/16 15:29,本人吃不了这个味儿，吃了一包，送别人吃了。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***9,2021/5/14 18:20,很好吃，爱吃辣，又怕上火，这个真没有这个问题，口感非常柔和，也不会缺失辣味和香味的刺激，爱了。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***y,2021/5/14 14:27,买了几次，好吃、料多，讚！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
z***糖,2021/5/15 13:58,一般，哺乳期，没放辣椒！放水多了，没那么好吃感觉！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
谢***0,2021/5/18 22:09,多次购买了，一直喜欢吃子柒家的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
宋***6,2021/5/20 18:19,喜欢李子柒的螺蛳粉，多次购买了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/11 23:40,吃过很多种螺蛳粉，个人觉这个牌子特多配料，而且口味特别好食，会继续买。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
云***n,2021/5/20 0:33,口感味道：感觉不怎么臭，没想象中的好吃，可能之前吃过广西的，又臭又好吃，,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
张***1,2021/5/10 17:30,我个人很喜欢，开始会有点冲鼻，后边就好了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
时***5,2021/5/19 11:23,干净  味道好   会回购的一款螺蛳粉,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/7 17:24,喜欢 整体评价：好吃 胀包问题：没有 包装品质：好 口感味道：巨好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
笑***0,2021/5/20 19:59,回购了三次了，好吃(ಡ&omega;ಡ)hiahiahia,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
扫***地,2021/5/12 20:38,这也太好吃了吧！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/12 23:50,李子柒家的真的特别好吃，感觉汤是精髓，特别特别的鲜，料也很足，腐竹还很多，粉QQ弹弹的，还送了几张卡片，看评论说送勺子不知道我的为什么没有,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
帅***啊,2021/5/6 8:46,整体评价：一直很喜欢 比超市卖的便宜 哈哈 绝绝子了 宅家必备呀,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/17 9:32,口味很纯正，物流超快，满意,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***9,2021/5/10 15:32,这个品牌的螺蛳粉最适合我的口味，酸辣比较柔和,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
可***爱,2021/5/15 22:17,好吃，味道很赞,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
7***杰,2021/5/14 9:58,很好吃 恰完了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
几***陈,2021/5/20 18:55,满满的一箱，超级满意，果然李子柒最棒,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***6,2021/5/13 14:25,因为价格犹豫了好久才买，可能适合清淡口味的朋友！汤底清淡酸笋只有一些酸味没有一点臭味，辣椒放完不辣！粉口感不错！花生没有皮的有些会有一种苦味但又不是变质的苦。在相同价位中这款真的略贵了！这么多购买量跟她本身的粉丝有一定原因吧！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/9 16:15,很好吃，喜欢，料多，比一般的料要多一些，很好吃的螺蛳粉。也很喜欢看李子柒的抖音，很有生活气息,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/16 14:51,感觉比较一般，没有想象中那么好吃。毕竟也是算螺蛳粉品牌里面比较贵的了，期待值还蛮大的。之前买过一个柳州螺蛳粉，平均下来差不多五块多一包，感觉和这个味道差不多，所以这个40三包还是蛮不划算的。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
j***3,2021/5/18 19:08,好吃好吃&hellip;买了好几次啦&hellip;一如既往的好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
粥***呦,2021/5/19 16:30,一直很喜欢这家螺蛳粉，太好吃了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
x***i,2021/5/20 11:32,以前买过一次，不知道这次怎么样，还没吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
1***h,2021/5/20 20:12,发的顺丰，太棒了，很快就到了，味道很好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
流***9,2021/5/19 17:40,份量感觉比其他几个牌子的都要多点，味道偏淡。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***哎,2021/5/18 11:08,宝贝收到，非常美味，好吃😄,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***a,2021/5/17 13:04,日期新鲜、发货及时，好吃就不用多说了，N次复购。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/19 11:28,味道还可以噢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
a***s,2021/5/15 14:03,味道很不错呢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
张***0,2021/5/19 16:13,口味偏轻一点,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/19 23:26,忘记这是第几次回购了，一段时间不吃真的感觉自己生活里缺点啥的赶脚😆😆😆,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/10 10:52,味道很好，配料腐竹超级多，就是粉的口感没有那么好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***米,2021/5/8 19:32,螺蛳粉已经收到🍜一如既往的好吃👍满满一大袋，料很足，很新鲜，还会回购👍👍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***1,2021/5/19 14:21,隔一段时间会买几包解解馋  不错,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***0,2021/5/20 23:11,经常来买！！！超级好吃，薇娅直播间买的！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
盐***咸,2021/5/20 13:19,这次的竹笋比较柴，感觉快老了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
李***3,2021/5/11 11:56,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***y,2021/5/20 12:28,螺蛳粉只有0次和无数次，哈哈哈哈哈哈,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
吴***9,2021/5/19 21:09,不错，第二次购买，薇娅直播间下单的，很不错哦。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
红***1,2021/5/20 15:22,吃了很多个品牌，觉得李子柒的最好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
落***梦,2021/5/20 18:02,还没有吃呢，正打算煮一包尝尝，嘻嘻,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
仙***1,2021/5/20 7:54,一如既往的好吃  以后多来点活动,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
a***绪,2021/5/20 23:30,买的时候看见图片上写着送木勺的，结果现在没了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
本***0,2021/5/18 16:05,非常的好 直播间忘记备注了也补发了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/8 12:18,好好吃 第一次觉得螺狮粉好好吃 让我对螺狮粉改观了 奈斯奈斯 口感味道：非常好 新鲜度：很鲜,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
q***1,2021/5/20 15:43,辣 很辣 不是酸辣的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
孙***3,2021/5/20 13:04,一如既往的好吃，第二次购买了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
橙***橙,2021/5/20 19:38,螺蛳粉好吃 已经买过多次了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/17 21:16,客服态度很好。有一包没封好立马就退我钱了。 会回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
z***9,2021/5/18 14:44,东西收到了，还不错，还挺好吃的！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
穷***z,2021/5/20 20:38,回购好多次了，好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃好吃！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
抱***y,2021/5/10 8:07,味到不错,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/9 9:53,很好吃哈,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
孙***8,2021/5/18 14:01,味道还不错吧,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/17 16:41,物流发货快，选材新鲜，酸辣可口,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
2***g,2021/5/19 23:48,一如既往的好 回购好多次了 好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
酱***货,2021/5/20 19:44,还没开始吃，看着不错，先好评了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/18 16:31,东西收到了，看起来挺丰富的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
r***2,2021/5/17 18:10,不知道买了多少次  一如即往的好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***6,2021/5/16 1:08,好吃，味道足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
b***a,2021/5/18 22:26,包裝很精美,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
y***2,2021/5/18 11:11,刚刚收到。之前看了很多买家的好评下单的，应该不错哦,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
世***啊,2021/5/14 23:23,味道确实酸辣爽，就是吃完得多多多喝水,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/17 21:36,果真如此好吃，不愧是李子柒,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
m***t,2021/5/16 9:45,李家螺蛳粉的忠实粉丝，定期回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
牡***9,2021/5/18 7:50,非常喜欢吃，会继续支持购买,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
c***5,2021/5/20 16:59,很好吃，不愧是李子柒螺蛳粉,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
肖***2,2021/5/19 19:43,戒不掉的美食,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
d***6,2021/5/17 11:16,跟以前买的味道不一样了，粉也变硬了，感觉没以前的版本好吃了 送的大汤勺还是很赞的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***凤,2021/5/18 12:26,第二次购买，好吃到爆炸~,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
我***擦,2021/5/20 16:38,味道怎么样,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
来***了,2021/5/1 17:34,味道太好吃了，🕕包装规格好隆重，🍔非常🉑棒。不会很辣，🍞麻麻好🙋吃，🔐煮好后味道闻着就很爽。包装是完好的，🏣💜不粘，⚽弹与脆脆的碰撞👤。吼吼吼，🔺有点甜。香🍚辣味美，🔸之前在别家买💝的花生有霉味。酸臭味酸辣味贼喜欢，🕚推荐吃🌰，🌱吸溜吸溜，🚀吃完还会回购的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
哈***亲,2021/5/19 8:07,味道很好，分量很足，很好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
清***上,2021/5/20 12:52,刚收到还没有品尝，品尝后再给赞。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
新***9,2021/5/20 20:42,日常囤货&hellip;在直播间买的，非常好！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/14 11:14,东西不错，还有优惠，可以放心省钱购买,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/12 16:38,口感味道：很正宗 整体评价：超喜欢吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
1***慧,2021/5/14 12:43,整体评价：因为同事之前给我了一袋，太好吃了。所以买了它。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
隋***8,2021/5/11 16:48,吃过好多牌子的螺蛳粉，还是觉得李子柒的调味适合我的口味！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
f***6,2021/5/20 21:20,买过很多次了，家人喜欢吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
王***8,2021/5/19 19:17,几次购买了，很喜欢吃他家,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***n,2021/5/20 22:48,第二次购买了，料很足，好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
金***轩,2021/5/17 15:24,已经买过还几次了，很好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
7***y,2021/5/18 21:27,就好吃，已经购买无数次了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***1,2021/5/5 16:29,听堂妹推荐的这个牌子，买来发现果然不出所料，口感不错，很香，量也足，够吃好一阵子啦。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
g***1,2021/5/20 20:59,宝贝收到！非常满意！还会再来光顾本店！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
且***语,2021/5/17 19:19,第一次尝试，非常香，非常好吃！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
张***辉,2021/5/14 17:10,在超市买过几次，觉得很好吃，这里活动就买了8包，还便宜😂,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/12 6:59,这螺蛳粉不错，花生特别大个，是目前我吃到过最好吃的一款螺蛳粉。想发个图的，顾着吃没拍，不说了我又想吃了，先去煮一碗梭哈梭哈,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/8 19:42,在朋友家吃过，没放辣包味道就很好，看直播来的，真心赚到,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/15 16:59,收到货了，客服妹妹非常贴心，发货也很快，第一次购买螺蛳粉没想到量这么足，到点吃了后在来追评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
尹***9,2021/5/11 16:04,和我在超市买的一样，比超市便宜好多，还会继续回购的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***1,2021/5/19 23:07,物流超级超级快！味道很不错 量也很足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
阿***7,2021/5/16 9:01,不错不错 挺好吃的 一直都在回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
退***5,2021/5/20 0:56,物美价廉货真价实值得购买。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
任***哒,2021/5/15 10:08,一直回购他家的。很正宗好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
我***3,2021/5/19 6:00,配料很多，好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
南***9,2021/5/16 15:55,我之前看过有人说吃螺蛳粉 里面有虫子 从来没信过 觉得不大可能 直到我今天吃出来了 一直是李子柒家的忠实粉丝 我觉得比别的牌子都好吃 也一直给身边的人安利 我一般都是按箱买 反正今天挺难过的呗 希望以后注意一下吧！！！ 也怪恶心的 持续很久都不想吃螺蛳粉了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
r***2,2021/5/14 16:27,刚收到，包装很不错还送了一盒蛋黄酥，好期待吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
七***5,2021/5/20 13:35,花生不是以前那种花生了，花生不好，很硬,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/14 22:48,网购了这么多年，这是我第一次这么认真的对待。我怀着忐忑的心情拿着手机盯着屏幕，迟迟不敢下 手。我怕我一旦说出来，老板会觉得我在拍马*，是不是想为了那几块钱的红包，又怕我的评价会误导 后来的网友。为了写这次评价，我鼓起勇气喝了3瓶啤酒才有信心。记得第一次喝酒还是对初恋表白 的那天，今天又是同样的心情，拼了，为了不辜负老板对我的期望，我一定会客观，公正，如实的写 下自己的评价：这是我这开心的一次网购，谢谢！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
j***e,2021/5/20 18:33,加上红包非常划算~~囤起来,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
j***0,2021/5/4 20:35,第三次购买了，真的超好吃，回味无穷，买了九包送两包，还送了一盒蛋黄酥，超值了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
6***4,2021/5/20 10:55,好吃份量足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
爱***兔,2021/5/8 20:41,第一次吃螺蛳粉，味道很不错，已经推荐给我的小伙伴们了，以后还会买的，主要料很足，满满一大碗,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
留***春,2021/5/16 21:57,不错，味道好，做活动价格划算,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/15 5:55,那味道杠杠的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
紫***香,2021/5/16 17:42,味道很好，又买了两份，这次价格优惠了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
天***8,2021/5/20 8:11,气味太浓,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
壹***天,2021/5/13 15:34,胡可直播间买的，蛮划算的，已经第二次买了，好吃，以后还会再买的&hellip;,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
专***8,2021/5/17 16:54,家人推荐的 好吃会再来,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
武***i,2021/5/15 21:26,很好 很喜欢 下次还来 好评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
慕***诺,2021/5/10 20:07,口感味道：还是原先的味道 螺蛳粉一直买的李子柒家的 很好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
u***珍,2021/5/12 18:56,妈妈说 很好吃，但我觉得一般，油包确实辣,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
暖***遥,2021/5/19 13:16,一直吃李子柒家的，是真心好好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***e,2021/5/20 7:35,李子柒的很好吃，比其他牌子都好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/17 9:35,一如既往的好吃，吃完继续回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
新***3,2021/5/18 18:26,确实好吃，是我吃过最好吃的螺蛳粉！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/7 9:16,555~，之前在盒马鲜生买了一次尝了特别好吃就来网上回购了，超级喜欢好吃而且小料好多，每包都满满的特别是我最爱的腐竹，味道也刚好不咸不淡，哈哈哈哈哈哈，我不太能吃辣所以辣椒油每次只放一点因为辣椒油真的挺辣的不过也挺香的，总之以后会是我的首选,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
悦***欣,2021/5/19 15:57,个人口味吧,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
雨***雪,2021/5/18 16:08,弟弟很喜欢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
m***1,2021/5/16 17:03,东西很棒,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
任***8,2021/5/17 16:11,怎么说呢？辣椒油好辣，全部倒入，辣的没吃出其他味道,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/20 19:27,回购好多次了，很喜欢吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
陈***6,2021/5/19 19:13,一直回购，李子柒家的粉爱了😍😍😍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/18 13:01,物流贼快 下单不到一24小时就送达了 好评好评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
不***贝,2021/5/20 23:13,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
不***4,2021/5/3 17:00,好吃！配料多！包装精美，图案有特色还漂亮！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
陈***2,2021/5/12 13:01,收到宝贝了，包装很高大上，也很美观，味道也不错,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
x***隼,2021/5/18 8:44,发货迅速，一如既往美味,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
r***7,2021/5/11 16:21,一直吃李子柒家的螺蛳粉，分量超级足，吃了很多家的螺蛳粉，还是觉得李子柒家的味道好，够臭，我喜欢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
2***雀,2021/5/18 14:22,很好吃，很成功的一次购物。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
青***雨,2021/5/18 18:52,多次回购，一如既往的好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
梓***麻,2021/5/15 10:35,多次回购，一如既往的爱！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
郑***6,2021/5/3 14:16,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
你***你,2021/5/17 11:53,一直都超爱李子柒螺狮粉,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
淘***6,2021/5/15 18:17,超喜欢，每天都想吃螺蛳粉,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
琳***l,2021/5/18 10:07,不是很辣  腐竹特多   挺好吃的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
罗***1,2021/5/19 20:18,一如即往的回购，吃完继续买,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
棣***萎,2021/5/20 17:49,自从买了李子柒的螺蛳粉再没换过其他牌子！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
